Stock Code,Stock Name,Current Price,Market Value,Turnover,Net Profit
SZ.300105,龙源技术,7.21,3719021968.2
SZ.002462,嘉事堂,13.11,3824280343.2
SZ.300102,乾照光电,10.98,10105265815.74
SZ.002458,益生股份,8.35,9238547840.25
SZ.300099,尤洛卡,7.24,5337800446.2
SZ.002457,青龙管业,11.87,3958488316.0
SZ.002454,松芝股份,7.5,4714362000.0
SZ.002452,长高电新,7.18,4453984370.3
SZ.002449,国星光电,8.95,5535370662.55
SZ.002448,中原内配,8.12,4777886325.52
SZ.002445,中南文化,2.29,5476920477.99
SZ.300092,科新机电,12.6,3451433214.6
SZ.002443,金洲管道,6.16,3206498803.2
SZ.002442,龙星科技,6.3,3170785999.5
SZ.002441,众业达,8.79,4786538323.11
SZ.002440,闰土股份,7.39,8306359297.95
SZ.002438,江苏神通,11.17,5669193439.37
SZ.002437,誉衡药业,2.44,5479726931.44
SZ.002434,万里扬,8.03,10540178000.0
SZ.002420,毅昌科技,6.09,2506035000.0
SZ.002419,天虹股份,5.45,6370220237.5
SZ.002416,爱施德,11.99,14858988853.94
SZ.300088,长信科技,6.07,15161242824.53
SZ.300087,荃银高科,9.34,8848078554.34
SZ.002412,汉森制药,5.72,2878304000.0
SZ.300083,创世纪,9.07,15100303682.23
SZ.002406,远东传动,7.94,5797987151.08
SZ.002404,嘉欣丝绸,6.21,3477920069.61
SZ.002400,省广集团,7.6,13249362172.8
SZ.002399,海普瑞,11.03,16184277130.12
SH.601369,陕鼓动力,8.77,15133503519.41
SZ.002394,联发股份,8.04,2602548000.0
SZ.002392,北京利尔,7.03,8369150598.17
SZ.300070,碧水源,4.55,16490152601.65
SZ.002390,信邦制药,3.53,6861797094.04
SZ.002385,大北农,4.11,17673322902.15
SZ.002378,章源钨业,7.8,9371057794.8
SH.601101,昊华能源,7.19,10353585087.94
SZ.300063,天龙集团,8.6,6523333490.0
SZ.002376,新北洋,6.91,5600987158.31
SZ.002375,亚厦股份,3.78,5065186762.44
SH.601518,吉林高速,2.73,5161210151.37
SH.601188,龙江交通,3.73,4908227069.83
SZ.002372,伟星新材,11.84,18849729777.92
SZ.002367,康力电梯,7.16,5719309098.92
SZ.002365,永安药业,11.04,3253294800.0
SH.601678,滨化股份,4.24,8726073810.24
SZ.002358,森源电气,5.31,4937009547.87
SZ.002357,富临运业,7.89,2473428494.04
SZ.002355,兴民智通,6.9,4281935760.0
SZ.002351,漫步者,13.64,12127419480.0
SZ.002349,精华制药,7.07,5756259019.56
SZ.002346,柘中股份,14.03,6195303086.48
SZ.002345,潮宏基,9.33,8289823556.31
SZ.002344,海宁皮城,4.24,5438295910.4
SZ.002339,积成电子,7.2,3629464372.8
SH.601801,皖新传媒,6.88,13470566910.56
SZ.002334,英威腾,8.15,6626251713.0
SZ.002332,仙琚制药,9.36,9258957545.76
SZ.300041,回天新材,9.05,5062877944.35
SZ.300039,上海凯宝,5.94,6213240000.0
SZ.002328,新朋股份,5.67,4375935900.0
SZ.002327,富安娜,8.03,6735142738.17
SH.601139,深圳燃气,6.47,18612511293.8
SZ.002324,普利特,10.69,11903831198.72
SZ.002322,理工能科,12.78,4845511056.6
SZ.002321,华英农业,2.34,4990962766.14
SZ.002320,海峡股份,5.96,13284441794.52
SZ.002303,美盈森,3.58,5482138792.3
SZ.300021,大禹节水,4.84,4214557611.44
SZ.300018,中元股份,7.27,3495645266.72
SZ.300012,华测检测,11.58,19487150718.12
SZ.300010,豆神教育,7.49,15478928815.91
SZ.300009,安科生物,8.33,13932102079.14
SZ.300008,天海防务,6.48,11197628781.84
SZ.300005,探路者,10.06,8890043991.16
SZ.300004,南风股份,8.33,3998346671.34
SZ.002301,齐心集团,7.1,5121286324.3
